Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Cardiology,Department_Maternity,Department_Neurology,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Admin,JobRole_Administrative,JobRole_Nurse,JobRole_Other,JobRole_Therapist,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Gender_binary,OverTime_binary,Attrition
38.0,508.0,6.0,4.0,1.0,72.0,2.0,2.0,3.0,5321.0,14284.0,2.0,11.0,3.0,4.0,1.0,10.0,1.0,3.0,8.0,3.0,7.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
28.0,736.0,26.0,3.0,3.0,48.0,2.0,2.0,1.0,4724.0,24232.0,1.0,11.0,3.0,3.0,1.0,5.0,0.0,3.0,5.0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
40.0,458.0,16.0,2.0,3.0,74.0,3.0,1.0,3.0,3544.0,8532.0,9.0,16.0,3.0,2.0,1.0,6.0,0.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
48.0,365.0,4.0,5.0,3.0,89.0,2.0,4.0,4.0,15202.0,5602.0,2.0,25.0,4.0,2.0,1.0,23.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
30.0,438.0,18.0,3.0,1.0,75.0,3.0,1.0,3.0,2632.0,23910.0,1.0,14.0,3.0,3.0,0.0,5.0,4.0,2.0,5.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
47.0,955.0,4.0,2.0,4.0,83.0,3.0,2.0,4.0,4163.0,8571.0,1.0,17.0,3.0,3.0,0.0,9.0,0.0,3.0,9.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
50.0,562.0,8.0,2.0,2.0,50.0,3.0,2.0,3.0,6796.0,23452.0,3.0,14.0,3.0,1.0,1.0,18.0,4.0,3.0,4.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
23.0,1243.0,6.0,3.0,3.0,63.0,4.0,1.0,1.0,1601.0,3445.0,1.0,21.0,4.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
40.0,1202.0,2.0,1.0,2.0,89.0,4.0,2.0,3.0,6377.0,13888.0,5.0,20.0,4.0,2.0,3.0,15.0,0.0,3.0,12.0,11.0,11.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
55.0,725.0,2.0,3.0,4.0,78.0,3.0,5.0,1.0,19859.0,21199.0,5.0,13.0,3.0,4.0,1.0,24.0,2.0,3.0,5.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
46.0,1277.0,2.0,3.0,3.0,74.0,3.0,3.0,4.0,10368.0,5596.0,4.0,12.0,3.0,2.0,1.0,13.0,5.0,2.0,10.0,6.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
42.0,1474.0,5.0,2.0,2.0,97.0,3.0,1.0,3.0,2093.0,9260.0,4.0,17.0,3.0,4.0,1.0,8.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
37.0,671.0,19.0,3.0,3.0,85.0,3.0,2.0,3.0,5768.0,26493.0,3.0,17.0,3.0,1.0,3.0,9.0,2.0,2.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
45.0,1268.0,4.0,2.0,3.0,30.0,3.0,2.0,1.0,5006.0,6319.0,4.0,11.0,3.0,1.0,1.0,9.0,3.0,4.0,5.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
26.0,920.0,20.0,2.0,4.0,69.0,3.0,1.0,2.0,2148.0,6889.0,0.0,11.0,3.0,3.0,0.0,6.0,3.0,3.0,5.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
41.0,642.0,1.0,3.0,4.0,76.0,3.0,1.0,4.0,2782.0,21412.0,3.0,22.0,4.0,1.0,1.0,12.0,3.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
51.0,684.0,6.0,3.0,1.0,51.0,3.0,5.0,3.0,19537.0,6462.0,7.0,13.0,3.0,3.0,0.0,23.0,5.0,3.0,20.0,18.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
25.0,959.0,28.0,3.0,1.0,41.0,2.0,2.0,3.0,8639.0,24835.0,2.0,18.0,3.0,4.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
36.0,363.0,1.0,3.0,3.0,77.0,1.0,3.0,1.0,10252.0,4235.0,2.0,21.0,4.0,3.0,1.0,17.0,2.0,3.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
44.0,136.0,28.0,3.0,4.0,32.0,3.0,4.0,1.0,16328.0,22074.0,3.0,13.0,3.0,3.0,1.0,24.0,1.0,4.0,20.0,6.0,14.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
22.0,217.0,8.0,1.0,2.0,94.0,1.0,1.0,1.0,2451.0,6881.0,1.0,15.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
32.0,638.0,8.0,2.0,3.0,91.0,4.0,2.0,3.0,5175.0,22162.0,5.0,12.0,3.0,3.0,1.0,9.0,3.0,2.0,5.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
35.0,185.0,23.0,4.0,2.0,91.0,1.0,1.0,3.0,2705.0,9696.0,0.0,16.0,3.0,2.0,1.0,6.0,2.0,4.0,5.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
55.0,1091.0,2.0,1.0,4.0,65.0,3.0,3.0,2.0,10976.0,15813.0,3.0,18.0,3.0,2.0,1.0,23.0,4.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
47.0,1169.0,14.0,4.0,3.0,64.0,3.0,2.0,2.0,5467.0,2125.0,8.0,18.0,3.0,3.0,1.0,16.0,4.0,4.0,8.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
28.0,1181.0,1.0,3.0,3.0,82.0,3.0,1.0,4.0,2044.0,5531.0,1.0,11.0,3.0,3.0,1.0,5.0,6.0,4.0,5.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
41.0,1356.0,20.0,2.0,2.0,70.0,3.0,1.0,2.0,3140.0,21728.0,1.0,22.0,4.0,4.0,0.0,4.0,5.0,2.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
33.0,586.0,1.0,3.0,1.0,48.0,4.0,2.0,1.0,4037.0,21816.0,1.0,22.0,4.0,1.0,1.0,9.0,5.0,3.0,9.0,8.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
46.0,1319.0,3.0,3.0,1.0,45.0,4.0,4.0,1.0,13225.0,7739.0,2.0,12.0,3.0,4.0,1.0,25.0,5.0,3.0,19.0,17.0,2.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
32.0,498.0,3.0,4.0,3.0,93.0,3.0,2.0,1.0,6725.0,13554.0,1.0,12.0,3.0,3.0,1.0,8.0,2.0,4.0,8.0,7.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
45.0,1329.0,2.0,2.0,4.0,59.0,2.0,2.0,4.0,5770.0,5388.0,1.0,19.0,3.0,1.0,2.0,10.0,3.0,3.0,10.0,7.0,3.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
39.0,1431.0,1.0,4.0,3.0,96.0,3.0,1.0,3.0,2232.0,15417.0,7.0,14.0,3.0,3.0,3.0,7.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
31.0,1079.0,16.0,4.0,1.0,70.0,3.0,3.0,3.0,8161.0,19002.0,2.0,13.0,3.0,1.0,3.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
56.0,1162.0,24.0,2.0,1.0,97.0,3.0,1.0,4.0,2587.0,10261.0,1.0,16.0,3.0,4.0,0.0,5.0,3.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
41.0,509.0,2.0,4.0,1.0,62.0,2.0,2.0,3.0,6811.0,2112.0,2.0,17.0,3.0,1.0,0.0,10.0,3.0,3.0,8.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
25.0,867.0,19.0,2.0,3.0,36.0,2.0,1.0,2.0,2413.0,18798.0,1.0,18.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
41.0,1276.0,2.0,5.0,2.0,91.0,3.0,4.0,1.0,16595.0,5626.0,7.0,16.0,3.0,2.0,1.0,22.0,2.0,3.0,18.0,16.0,11.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32.0,977.0,2.0,3.0,4.0,45.0,3.0,2.0,2.0,5470.0,25518.0,0.0,13.0,3.0,3.0,2.0,10.0,4.0,2.0,9.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
47.0,1225.0,2.0,4.0,2.0,47.0,4.0,4.0,2.0,15972.0,21086.0,6.0,14.0,3.0,3.0,3.0,29.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
30.0,201.0,5.0,3.0,4.0,84.0,3.0,1.0,1.0,3204.0,10415.0,5.0,14.0,3.0,4.0,1.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
22.0,1136.0,5.0,3.0,4.0,60.0,4.0,1.0,2.0,2328.0,12392.0,1.0,16.0,3.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0
35.0,146.0,2.0,4.0,1.0,79.0,2.0,1.0,4.0,4930.0,13970.0,0.0,14.0,3.0,3.0,0.0,6.0,2.0,4.0,5.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0
40.0,1322.0,2.0,4.0,3.0,52.0,2.0,1.0,3.0,2809.0,2725.0,2.0,14.0,3.0,4.0,0.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
30.0,1275.0,28.0,2.0,4.0,64.0,3.0,2.0,4.0,5775.0,11934.0,1.0,13.0,3.0,4.0,2.0,11.0,2.0,3.0,10.0,8.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
28.0,821.0,5.0,4.0,1.0,98.0,3.0,2.0,4.0,4908.0,24252.0,1.0,14.0,3.0,2.0,0.0,4.0,3.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
29.0,232.0,19.0,3.0,4.0,34.0,3.0,2.0,4.0,4262.0,22645.0,4.0,12.0,3.0,2.0,2.0,8.0,2.0,4.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
41.0,840.0,9.0,3.0,1.0,64.0,3.0,5.0,3.0,19419.0,3735.0,2.0,17.0,3.0,2.0,1.0,21.0,2.0,4.0,18.0,16.0,0.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
30.0,201.0,5.0,3.0,4.0,84.0,3.0,1.0,1.0,3204.0,10415.0,5.0,14.0,3.0,4.0,1.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
23.0,977.0,10.0,3.0,4.0,45.0,4.0,1.0,3.0,2073.0,12826.0,2.0,16.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
46.0,945.0,5.0,2.0,2.0,80.0,3.0,2.0,2.0,5021.0,10425.0,8.0,22.0,4.0,4.0,1.0,16.0,2.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0
40.0,1202.0,2.0,1.0,2.0,89.0,4.0,2.0,3.0,6377.0,13888.0,5.0,20.0,4.0,2.0,3.0,15.0,0.0,3.0,12.0,11.0,11.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
31.0,655.0,7.0,4.0,4.0,48.0,3.0,2.0,4.0,5915.0,9528.0,3.0,22.0,4.0,4.0,1.0,10.0,3.0,2.0,7.0,7.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
20.0,129.0,4.0,3.0,1.0,84.0,3.0,1.0,1.0,2973.0,13008.0,1.0,19.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
41.0,465.0,14.0,3.0,1.0,56.0,3.0,1.0,3.0,2451.0,4609.0,4.0,12.0,3.0,1.0,1.0,13.0,2.0,3.0,9.0,8.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
29.0,896.0,18.0,1.0,3.0,86.0,2.0,1.0,4.0,2389.0,14961.0,1.0,13.0,3.0,3.0,0.0,4.0,3.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
36.0,1456.0,13.0,5.0,2.0,96.0,2.0,2.0,1.0,6134.0,8658.0,5.0,13.0,3.0,2.0,3.0,16.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
40.0,444.0,2.0,2.0,2.0,92.0,3.0,2.0,2.0,5677.0,4258.0,3.0,14.0,3.0,3.0,1.0,15.0,4.0,3.0,11.0,8.0,5.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
59.0,715.0,2.0,3.0,3.0,69.0,2.0,4.0,4.0,13726.0,21829.0,3.0,13.0,3.0,1.0,0.0,30.0,4.0,3.0,5.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
37.0,807.0,6.0,4.0,3.0,63.0,3.0,1.0,1.0,2073.0,23648.0,4.0,22.0,4.0,4.0,0.0,7.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
49.0,636.0,10.0,4.0,3.0,35.0,3.0,5.0,1.0,18665.0,25594.0,9.0,11.0,3.0,4.0,0.0,22.0,4.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
55.0,1117.0,18.0,5.0,1.0,83.0,3.0,4.0,2.0,16835.0,9873.0,3.0,23.0,4.0,4.0,0.0,37.0,2.0,3.0,10.0,9.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
32.0,1316.0,2.0,2.0,4.0,38.0,3.0,2.0,3.0,4998.0,2338.0,4.0,14.0,3.0,4.0,0.0,10.0,2.0,3.0,8.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
46.0,228.0,3.0,3.0,3.0,51.0,3.0,4.0,2.0,16606.0,11380.0,8.0,12.0,3.0,4.0,1.0,23.0,2.0,4.0,13.0,12.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
50.0,804.0,9.0,3.0,1.0,64.0,3.0,1.0,4.0,2380.0,20165.0,4.0,18.0,3.0,2.0,0.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
40.0,555.0,2.0,3.0,2.0,78.0,2.0,2.0,3.0,3448.0,13436.0,6.0,22.0,4.0,2.0,1.0,20.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
23.0,541.0,2.0,1.0,3.0,62.0,3.0,1.0,1.0,2322.0,9518.0,3.0,13.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
39.0,466.0,1.0,1.0,4.0,65.0,2.0,4.0,4.0,12742.0,7060.0,1.0,16.0,3.0,3.0,1.0,21.0,3.0,3.0,21.0,6.0,11.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
28.0,995.0,9.0,3.0,3.0,77.0,3.0,1.0,3.0,2377.0,9834.0,5.0,18.0,3.0,2.0,1.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
36.0,1383.0,10.0,3.0,4.0,90.0,3.0,3.0,1.0,8321.0,25949.0,7.0,13.0,3.0,4.0,1.0,15.0,1.0,3.0,12.0,8.0,5.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
46.0,1319.0,3.0,3.0,1.0,45.0,4.0,4.0,1.0,13225.0,7739.0,2.0,12.0,3.0,4.0,1.0,25.0,5.0,3.0,19.0,17.0,2.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
24.0,823.0,17.0,2.0,4.0,94.0,2.0,1.0,2.0,2127.0,9100.0,1.0,21.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
46.0,261.0,21.0,2.0,4.0,66.0,3.0,2.0,2.0,8926.0,10842.0,4.0,22.0,4.0,4.0,1.0,13.0,2.0,4.0,9.0,7.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
30.0,721.0,1.0,2.0,3.0,58.0,3.0,2.0,4.0,4011.0,10781.0,1.0,23.0,4.0,4.0,0.0,12.0,2.0,3.0,12.0,8.0,3.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
